epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,11835,0.69437,0.38619,0.83949,0.83639,0.66047,0.72825,0.43646,1.20412,0.64275,0.9703,0.0010405,0.0010405,0.0010405
183,11899.8,0.69279,0.3846,0.83911,0.83698,0.65953,0.7278,0.43599,1.20424,0.64257,0.97021,0.000991,0.000991,0.000991
184,11964.9,0.69064,0.38358,0.83866,0.83828,0.66004,0.72794,0.43647,1.20432,0.64341,0.97026,0.0009415,0.0009415,0.0009415
185,12029.8,0.6861,0.38216,0.83821,0.83739,0.66027,0.72854,0.43645,1.2043,0.64396,0.97033,0.000892,0.000892,0.000892
186,12094.6,0.68758,0.38164,0.83707,0.83622,0.65995,0.7288,0.43624,1.20444,0.64419,0.97036,0.0008425,0.0008425,0.0008425
187,12159.7,0.68613,0.38129,0.83806,0.83656,0.65898,0.72876,0.43637,1.20438,0.6448,0.97032,0.000793,0.000793,0.000793
188,12224.8,0.68459,0.38083,0.83781,0.83589,0.65818,0.72873,0.43623,1.20461,0.64493,0.97033,0.0007435,0.0007435,0.0007435
189,12289.6,0.68488,0.38146,0.83705,0.83581,0.65864,0.72886,0.43651,1.20439,0.64519,0.97029,0.000694,0.000694,0.000694
190,12354.3,0.68461,0.38055,0.83715,0.83595,0.65791,0.72896,0.43578,1.20473,0.64581,0.97041,0.0006445,0.0006445,0.0006445
191,12436.3,0.64727,0.35281,0.82181,0.83442,0.65855,0.72889,0.43607,1.20456,0.64586,0.9704,0.000595,0.000595,0.000595
192,12498.9,0.62687,0.34367,0.81923,0.83539,0.65824,0.72896,0.43624,1.20482,0.64602,0.97046,0.0005455,0.0005455,0.0005455
193,12561.7,0.62131,0.34099,0.81835,0.8378,0.6584,0.72933,0.43639,1.20465,0.64603,0.97029,0.000496,0.000496,0.000496
194,12624.7,0.61609,0.3385,0.81772,0.81492,0.66928,0.729,0.43618,1.20464,0.6461,0.97029,0.0004465,0.0004465,0.0004465
195,12687.5,0.6113,0.33766,0.81717,0.82594,0.66403,0.7293,0.43577,1.20453,0.64612,0.97036,0.000397,0.000397,0.000397
196,12750.1,0.60822,0.33557,0.81673,0.82616,0.66342,0.72886,0.4357,1.20511,0.6467,0.9705,0.0003475,0.0003475,0.0003475
197,12812.8,0.60508,0.33432,0.81677,0.8145,0.66951,0.72931,0.43615,1.20506,0.64668,0.97053,0.000298,0.000298,0.000298
198,12875.4,0.6042,0.33336,0.81615,0.81411,0.66834,0.72848,0.43639,1.20499,0.64653,0.97055,0.0002485,0.0002485,0.0002485
199,12938.1,0.60111,0.33196,0.81504,0.81427,0.66877,0.72887,0.4364,1.20518,0.64671,0.97071,0.000199,0.000199,0.000199
200,13000.8,0.5983,0.33115,0.81504,0.81645,0.66843,0.72828,0.43639,1.20524,0.6465,0.97077,0.0001495,0.0001495,0.0001495
